Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Prostate Management Diagnostics,https://www.crunchbase.com/organization/prostate-management-diagnostics,Series A,1060000,11/7/14
ARAZOO,https://www.crunchbase.com/organization/arazoo,Seed,1060000,12/11/14
MarkITx,https://www.crunchbase.com/organization/markitx,Seed,1060000,11/6/12
NimbeLink,https://www.crunchbase.com/organization/nimbelink,Series A,1052711,11/10/15
Airmule,https://www.crunchbase.com/organization/airmule,Seed,1050000,12/1/16
Allbound,https://www.crunchbase.com/organization/allbound,Seed,1050000,9/30/16
Frisbee,https://www.crunchbase.com/organization/alively,Seed,1050000,8/23/16
Terranova,https://www.crunchbase.com/organization/terranova,Seed,1050000,12/5/12
"Zerg, Inc",https://www.crunchbase.com/organization/zerg--inc,Seed,1050000,7/7/14
AppCow,https://www.crunchbase.com/organization/appcow,Seed,1045000,7/14/14
Kitsy Lane,https://www.crunchbase.com/organization/kitsy-lane,Seed,1041900,3/3/12
DVERSE Inc.,https://www.crunchbase.com/organization/dverse,Seed,1040000,6/1/16
Actively Learn,https://www.crunchbase.com/organization/actively-learn,Seed,1029954,5/6/15
Aortica Corporation,https://www.crunchbase.com/organization/aortica-corporation,Series B,1025000,6/26/17
Pine Biotech,https://www.crunchbase.com/organization/pine-biotech,Seed,1025000,6/20/17
Alveo Energy,https://www.crunchbase.com/organization/alveo-energy,Series A,1024999,1/18/13
Haven,https://www.crunchbase.com/organization/porchlight-2,Seed,1024999,10/21/14
Quikly,https://www.crunchbase.com/organization/quikkly,Series A,1022820,3/13/13
"Influence Technologies, LLC",https://www.crunchbase.com/organization/influence-technologies,Series A,1020000,7/1/15
Arriv.io,https://www.crunchbase.com/organization/arriv-io,Seed,1020000,4/1/16
Acculitx,https://www.crunchbase.com/organization/acculitx,Series A,1000000,6/30/15
Aditi Multimedia,https://www.crunchbase.com/organization/aditi-multimedia,Series A,1000000,2/1/14
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Series A,1000000,3/19/15
"Attend, Inc.",https://www.crunchbase.com/organization/attendware,Series A,1000000,6/25/13
Aventa Technologies,https://www.crunchbase.com/organization/aventa-technologies,Series A,1000000,9/13/12
Avizia,https://www.crunchbase.com/organization/avizia,Series A,1000000,1/4/17
Aware3,https://www.crunchbase.com/organization/aware3,Series A,1000000,3/4/15
Beacon,https://www.crunchbase.com/organization/beacon-2,Series A,1000000,6/30/15
BetterSkills Inc.,https://www.crunchbase.com/organization/betterskills-inc,Series A,1000000,9/1/16
Bivarus,https://www.crunchbase.com/organization/bivarus,Series A,1000000,2/11/15
BoostUp,https://www.crunchbase.com/organization/boostup,Series A,1000000,10/23/13
Capy Inc.,https://www.crunchbase.com/organization/capy-inc,Series A,1000000,5/1/13
Check I'm Here,https://www.crunchbase.com/organization/check-im-here,Series A,1000000,9/12/16
ChowNow,https://www.crunchbase.com/organization/chownow,Series A,1000000,2/3/14
DocsInk,https://www.crunchbase.com/organization/docsink,Series A,1000000,1/14/14
Donald,https://www.crunchbase.com/organization/donald,Series A,1000000,1/27/15
Flow State Media,https://www.crunchbase.com/organization/flow-state-media,Series A,1000000,11/21/14
Fourth & Heart,https://www.crunchbase.com/organization/fourth-heart,Series A,1000000,9/6/16
G.I. Windows,https://www.crunchbase.com/organization/g-i-windows,Series A,1000000,2/11/14
Gazoo,https://www.crunchbase.com/organization/gazoo-2,Series A,1000000,10/30/15
GlampingHub.com,https://www.crunchbase.com/organization/glampinghub-com,Series A,1000000,9/8/14
Guerrilla RF,https://www.crunchbase.com/organization/guerrilla-rf,Series A,1000000,6/26/14
HapYak Interactive Video,https://www.crunchbase.com/organization/hapyak,Series A,1000000,9/18/14
Hatchery,https://www.crunchbase.com/organization/hatchery-4,Series A,1000000,5/1/16
HITbills,https://www.crunchbase.com/organization/moneysaveapp,Series A,1000000,5/30/14
IBillionaire,https://www.crunchbase.com/organization/ibillionaire,Series A,1000000,8/29/14
iDialogs,https://www.crunchbase.com/organization/idialogs,Series A,1000000,1/30/14
IROA Technologies,https://www.crunchbase.com/organization/iroa-technologies,Series A,1000000,5/3/13
Irvine Sensors Corporation,https://www.crunchbase.com/organization/irvine-sensors-corporation,Series A,1000000,3/21/11
IUEditor,https://www.crunchbase.com/organization/jdlab,Series A,1000000,1/31/14
KinderPharm,https://www.crunchbase.com/organization/kinderpharm,Series A,1000000,8/13/15
"Kong Studios, Inc.",https://www.crunchbase.com/organization/kong-studios-inc,Series A,1000000,6/1/14
LeadCloud,https://www.crunchbase.com/organization/leadcloud,Series A,1000000,8/19/14
Ludi,https://www.crunchbase.com/organization/ludi,Series A,1000000,7/28/14
MacStadium,https://www.crunchbase.com/organization/macstadium,Series A,1000000,12/22/14
Marc & Spring,https://www.crunchbase.com/organization/marc-spring,Series A,1000000,6/17/15
mNectar,https://www.crunchbase.com/organization/mnectar,Series A,1000000,1/14/15
Mossey Creek Technologies,https://www.crunchbase.com/organization/mossey-creek-technologies,Series A,1000000,7/1/16
Motiv,https://www.crunchbase.com/organization/motiv,Series A,1000000,10/15/14
Pike13,https://www.crunchbase.com/organization/pike13,Series A,1000000,3/21/16
PrivacyCheq,https://www.crunchbase.com/organization/agecheq,Series A,1000000,2/11/14
Raw Shorts,https://www.crunchbase.com/organization/raw-shorts,Series A,1000000,1/26/16
"Restore Medical Solutions, Inc.",https://www.crunchbase.com/organization/restore-medical-solutions-inc,Series A,1000000,12/18/12
"Restore Medical Solutions, Inc.",https://www.crunchbase.com/organization/restore-medical-solutions-inc,Series A,1000000,1/22/14
Rewired Solutions,https://www.crunchbase.com/organization/rewired-solutions,Series A,1000000,7/12/17
SeqLL,https://www.crunchbase.com/organization/seqll,Series A,1000000,9/18/14
ShipHawk,https://www.crunchbase.com/organization/shiphawk,Series A,1000000,12/1/13
Sonoma Beverage Works,https://www.crunchbase.com/organization/sonoma-beverage-works,Series A,1000000,2/28/14
Striim,https://www.crunchbase.com/organization/webaction,Series A,1000000,5/1/12
Tapas Media,https://www.crunchbase.com/organization/tapas-media,Series A,1000000,7/1/15
TapResearch,https://www.crunchbase.com/organization/tapresearch,Series A,1000000,9/9/13
TempoQuest,https://www.crunchbase.com/organization/tempoquest,Series A,1000000,10/26/16
Test,https://www.crunchbase.com/organization/instabank,Series A,1000000,2/1/12
TrendKite,https://www.crunchbase.com/organization/trendkite,Series A,1000000,8/21/13
TrendKite,https://www.crunchbase.com/organization/trendkite,Series A,1000000,9/23/14
Tribute,https://www.crunchbase.com/organization/tribute,Series A,1000000,8/15/16
"TruBeacon, Inc.",https://www.crunchbase.com/organization/trubeacon-inc,Series A,1000000,6/13/14
Upstream Research,https://www.crunchbase.com/organization/upstream-research,Series A,1000000,9/11/15
"Vitrum View, LLC",https://www.crunchbase.com/organization/vitrum-view--llc,Series A,1000000,10/6/14
WalkMe,https://www.crunchbase.com/organization/walkme,Series A,1000000,4/12/12
Woot Math,https://www.crunchbase.com/organization/woot-math,Series A,1000000,2/12/15
Yost Labs,https://www.crunchbase.com/organization/yost-labs,Series A,1000000,2/5/16
Yuzu,https://www.crunchbase.com/organization/yuzu-usa--inc-,Series A,1000000,3/21/17
Zikto,https://www.crunchbase.com/organization/zikto,Series A,1000000,3/1/16
NonProfitEasy,https://www.crunchbase.com/organization/nonprofiteasy,Series C,1000000,5/14/15
Homeward Healthcare,https://www.crunchbase.com/organization/homeward-health,Series B,1000000,5/6/15
myDocket,https://www.crunchbase.com/organization/mydocket,Series B,1000000,6/9/14
WaffleDog,https://www.crunchbase.com/organization/waffledog,Series B,1000000,4/1/17
*gram Labs,https://www.crunchbase.com/organization/gram-labs,Seed,1000000,7/27/16
A4C,https://www.crunchbase.com/organization/white-label-uber-like-software-for-high-end-ground-tranportation-companies,Seed,1000000,1/24/14
abode,https://www.crunchbase.com/organization/abode,Seed,1000000,10/1/14
"ACAExpress.com, Inc.",https://www.crunchbase.com/organization/acaexpress-com-inc,Seed,1000000,7/1/15
Accordion Health,https://www.crunchbase.com/organization/accordion-health,Seed,1000000,11/1/15
ACV Auctions,https://www.crunchbase.com/organization/acv-auctions,Seed,1000000,8/5/15
Adara Power Inc.,https://www.crunchbase.com/organization/juicebox-energy,Seed,1000000,11/15/14
Adinch Inc,https://www.crunchbase.com/organization/adinch,Seed,1000000,2/26/13
AdStage,https://www.crunchbase.com/organization/adstage,Seed,1000000,2/24/14
Advanced Robotics Artificial Intelligence (ARAI),https://www.crunchbase.com/organization/advanced-robotics-artificial-intelligence-arai,Seed,1000000,5/1/15
Agathos,https://www.crunchbase.com/organization/agathos,Seed,1000000,1/1/17
Agency of Trillions (AoT),https://www.crunchbase.com/organization/aot,Seed,1000000,1/1/13
Agentdesks,https://www.crunchbase.com/organization/agentdesks,Seed,1000000,2/17/16
Aggregage,https://www.crunchbase.com/organization/aggregage,Seed,1000000,11/5/14
Agrilyst,https://www.crunchbase.com/organization/agrilyst-inc,Seed,1000000,5/10/16
AirXP,https://www.crunchbase.com/organization/airxp,Seed,1000000,3/14/13
Akos,https://www.crunchbase.com/organization/akos,Seed,1000000,3/9/17
Allovue,https://www.crunchbase.com/organization/allovue,Seed,1000000,6/9/15
Alpaca,https://www.crunchbase.com/organization/alpacadb,Seed,1000000,10/19/15
American Medical CO-OP,https://www.crunchbase.com/organization/american-medical-co-op,Seed,1000000,8/15/13
Amp.it,https://www.crunchbase.com/organization/amp-it,Seed,1000000,4/15/16
Anglr,https://www.crunchbase.com/organization/anglr,Seed,1000000,8/25/16
Animusoft,https://www.crunchbase.com/organization/animusoft-llc,Seed,1000000,7/27/17
"antsle, Inc.",https://www.crunchbase.com/organization/antsle-inc,Seed,1000000,6/22/17
antsquare,https://www.crunchbase.com/organization/antsquare,Seed,1000000,5/27/15
Apic Bio,https://www.crunchbase.com/organization/apic-bio,Seed,1000000,8/23/17
App Samurai,https://www.crunchbase.com/organization/app-samurai,Seed,1000000,7/28/17
AppCow,https://www.crunchbase.com/organization/appcow,Seed,1000000,9/10/15
Appedo,https://www.crunchbase.com/organization/appedo,Seed,1000000,3/11/15
AppMonet,https://www.crunchbase.com/organization/appmonet,Seed,1000000,9/2/16
"AppOnboard, Inc.",https://www.crunchbase.com/organization/app-onboard-inc,Seed,1000000,11/18/16
appOrbit,https://www.crunchbase.com/organization/apporbit-2,Seed,1000000,6/30/15
APPrise Mobile,https://www.crunchbase.com/organization/apprise-mobile,Seed,1000000,9/19/16
Approved,https://www.crunchbase.com/organization/approved,Seed,1000000,4/11/17
Aquicore,https://www.crunchbase.com/organization/aquicore,Seed,1000000,1/1/14
Archeio Technologies,https://www.crunchbase.com/organization/archeio-technologies,Seed,1000000,9/27/16
Ardusat,https://www.crunchbase.com/organization/ardusat,Seed,1000000,2/25/15
ArtSetters,https://www.crunchbase.com/organization/artsetters,Seed,1000000,9/30/14
Asseta,https://www.crunchbase.com/organization/asseta,Seed,1000000,3/13/15
b spot,https://www.crunchbase.com/organization/b-spot,Seed,1000000,12/31/12
Babyscripts,https://www.crunchbase.com/organization/1eq,Seed,1000000,4/10/15
Backand,https://www.crunchbase.com/organization/backand,Seed,1000000,1/2/15
Batu Biologics,https://www.crunchbase.com/organization/batu-biologics,Seed,1000000,6/17/15
"BeeHex, Inc",https://www.crunchbase.com/organization/beehex-inc,Seed,1000000,3/1/17
Belleds Technologies,https://www.crunchbase.com/organization/belleds-technologies,Seed,1000000,6/30/14
"Besomebody, Inc.",https://www.crunchbase.com/organization/besomebody,Seed,1000000,7/20/15
"Besomebody, Inc.",https://www.crunchbase.com/organization/besomebody,Seed,1000000,6/12/14
BlackJet,https://www.crunchbase.com/organization/blackjet,Seed,1000000,5/1/12
Blavity,https://www.crunchbase.com/organization/blavity,Seed,1000000,9/12/16
Blink,https://www.crunchbase.com/organization/blink,Seed,1000000,3/1/15
Blue Prairie,https://www.crunchbase.com/organization/blue-prairie,Seed,1000000,9/2/15
Blue Tornado,https://www.crunchbase.com/organization/blue-tornado,Seed,1000000,9/6/12
Boatbound,https://www.crunchbase.com/organization/boatbound,Seed,1000000,6/1/13
Bold Metrics,https://www.crunchbase.com/organization/fashion-metric,Seed,1000000,1/19/15
Bontact,https://www.crunchbase.com/organization/bontact,Seed,1000000,1/1/15
Booksy,https://www.crunchbase.com/organization/booksy,Seed,1000000,8/1/15
Boomerang,https://www.crunchbase.com/organization/boomerang,Seed,1000000,7/31/12
Booshaka,https://www.crunchbase.com/organization/booshaka,Seed,1000000,7/25/12
Bright.md,https://www.crunchbase.com/organization/bright-md,Seed,1000000,10/28/14
Build & Imagine,https://www.crunchbase.com/organization/build-imagine,Seed,1000000,12/9/15
Buttercoin,https://www.crunchbase.com/organization/buttercoin,Seed,1000000,8/19/13
BuyerQuest,https://www.crunchbase.com/organization/buyerquest,Seed,1000000,1/1/12
Campus Quad,https://www.crunchbase.com/organization/campus-quad,Seed,1000000,10/30/13
CAPPTURE,https://www.crunchbase.com/organization/cappture-2,Seed,1000000,7/31/12
CareinSync,https://www.crunchbase.com/organization/careinsync,Seed,1000000,7/1/12
CargoSense,https://www.crunchbase.com/organization/cargosense,Seed,1000000,4/28/15
"Caruma Technologies, Inc.",https://www.crunchbase.com/organization/caruma-technologies-inc,Seed,1000000,3/1/16
Cephasonics,https://www.crunchbase.com/organization/cephasonics,Seed,1000000,7/1/12
Chaos Sumo,https://www.crunchbase.com/organization/chaos-sumo,Seed,1000000,6/20/17
Chirp Microsystems,https://www.crunchbase.com/organization/chirp-microsystems,Seed,1000000,10/29/15
Choozer,https://www.crunchbase.com/organization/choozer,Seed,1000000,2/19/14
cicayda,https://www.crunchbase.com/organization/cicayda,Seed,1000000,6/1/12
"Cien, Inc.",https://www.crunchbase.com/organization/cien-inc,Seed,1000000,2/2/17
Citizengine,https://www.crunchbase.com/organization/citizengine,Seed,1000000,11/1/13
City Share Living,https://www.crunchbase.com/organization/city-share-living,Seed,1000000,1/31/17
Clear Software,https://www.crunchbase.com/organization/clear-software,Seed,1000000,8/13/15
ClearDoc,https://www.crunchbase.com/organization/cleardoc,Seed,1000000,2/10/17
Client24,https://www.crunchbase.com/organization/client24,Seed,1000000,7/18/13
Coin Center,https://www.crunchbase.com/organization/coin-center,Seed,1000000,2/21/17
COMIVO INC.,https://www.crunchbase.com/organization/comivo,Seed,1000000,10/10/15
Companion Inc,https://www.crunchbase.com/organization/companion-inc,Seed,1000000,6/7/17
CompleteSet,https://www.crunchbase.com/organization/completeset,Seed,1000000,5/16/17
Concurix Corporation,https://www.crunchbase.com/organization/concurix-corporation,Seed,1000000,3/22/12
Contacts+,https://www.crunchbase.com/organization/contacts,Seed,1000000,10/5/12
Cookunity,https://www.crunchbase.com/organization/cookunity,Seed,1000000,12/23/16
CropUp,https://www.crunchbase.com/organization/cropup,Seed,1000000,4/1/12
Darby Smart,https://www.crunchbase.com/organization/darby-smart,Seed,1000000,6/18/13
DataCamp,https://www.crunchbase.com/organization/data-camp,Seed,1000000,2/29/16
DataCamp,https://www.crunchbase.com/organization/data-camp,Seed,1000000,7/14/15
DecorMatters,https://www.crunchbase.com/organization/decormatters-com,Seed,1000000,3/30/17
DocSynk,https://www.crunchbase.com/organization/docsynk,Seed,1000000,10/5/16
"Down, Inc.",https://www.crunchbase.com/organization/down,Seed,1000000,4/29/13
Drone Racing League,https://www.crunchbase.com/organization/droneracingleague,Seed,1000000,9/14/16
DSTLD,https://www.crunchbase.com/organization/dstld,Seed,1000000,4/18/13
DVERSE Inc.,https://www.crunchbase.com/organization/dverse,Seed,1000000,5/31/17
Easyknock,https://www.crunchbase.com/organization/easyknock,Seed,1000000,2/15/17
Eduson,https://www.crunchbase.com/organization/eduson-tv,Seed,1000000,4/11/13
Elemental Foundry,https://www.crunchbase.com/organization/elemental-foundry,Seed,1000000,11/1/13
Elemental Path,https://www.crunchbase.com/organization/elemental-path,Seed,1000000,10/17/16
emocha Mobile Health,https://www.crunchbase.com/organization/emocha,Seed,1000000,6/29/17
EmployInsight,https://www.crunchbase.com/organization/employinsight,Seed,1000000,2/28/12
ENDALGO,https://www.crunchbase.com/organization/endalgo,Seed,1000000,12/2/16
ENTROPIX,https://www.crunchbase.com/organization/entropix,Seed,1000000,6/2/15
Evolve App,https://www.crunchbase.com/organization/evolve-app,Seed,1000000,10/14/15
Evy Tea,https://www.crunchbase.com/organization/evy-tea,Seed,1000000,7/11/17
Experiment Engine,https://www.crunchbase.com/organization/experiment-engine,Seed,1000000,11/25/14
Fairygodboss,https://www.crunchbase.com/organization/fairygodboss,Seed,1000000,3/9/17
Filament,https://www.crunchbase.com/organization/pinoccio,Seed,1000000,8/19/13
Final,https://www.crunchbase.com/organization/final,Seed,1000000,1/27/15
Findo,https://www.crunchbase.com/organization/findo-io,Seed,1000000,11/21/16
Finexio,https://www.crunchbase.com/organization/finexio,Seed,1000000,8/8/16
FinTech Studios,https://www.crunchbase.com/organization/fintech-studios,Seed,1000000,7/20/17
FitStar,https://www.crunchbase.com/organization/fitstar,Seed,1000000,12/20/12
Foodstirs,https://www.crunchbase.com/organization/foodstirs,Seed,1000000,7/5/15
FortressFoneä‹¢ Technologies Company,https://www.crunchbase.com/organization/fortressfone--technologies-company,Seed,1000000,6/1/12
FUSAR,https://www.crunchbase.com/organization/fusar-technologies-inc,Seed,1000000,2/24/17
Gencove,https://www.crunchbase.com/organization/gencove-2,Seed,1000000,7/11/17
Gigwell,https://www.crunchbase.com/organization/gigwell-2,Seed,1000000,1/1/17
GlobeChat,https://www.crunchbase.com/organization/globechat,Seed,1000000,3/9/15
GoKid,https://www.crunchbase.com/organization/gokid,Seed,1000000,2/1/17
Grow Mobile,https://www.crunchbase.com/organization/grow-mobile,Seed,1000000,9/1/12
Guide,https://www.crunchbase.com/organization/guide,Seed,1000000,2/5/13
Guidecentral,https://www.crunchbase.com/organization/guidecentral,Seed,1000000,4/1/15
Guru,https://www.crunchbase.com/organization/guru-technologies,Seed,1000000,6/6/16
Handstand,https://www.crunchbase.com/organization/handstand,Seed,1000000,10/23/16
Happy Tax,https://www.crunchbase.com/organization/happy-tax,Seed,1000000,9/1/16
Honorlock,https://www.crunchbase.com/organization/honorlock,Seed,1000000,8/1/17
Hukkster,https://www.crunchbase.com/organization/hukkster,Seed,1000000,11/14/12
HydroNOx Inc.,https://www.crunchbase.com/organization/hydronox-inc,Seed,1000000,6/10/16
HyperVerge,https://www.crunchbase.com/organization/hyperverge,Seed,1000000,8/17/15
"Ikonopedia, Inc.",https://www.crunchbase.com/organization/ikonopedia,Seed,1000000,7/30/12
Inkjets.com,https://www.crunchbase.com/organization/inkjets-com,Seed,1000000,1/3/15
Inktank,https://www.crunchbase.com/organization/inktank,Seed,1000000,9/11/12
Instamotor,https://www.crunchbase.com/organization/instamotor,Seed,1000000,5/1/15
ipCreate,https://www.crunchbase.com/organization/ipcreate,Seed,1000000,11/14/12
ipCreate,https://www.crunchbase.com/organization/ipcreate,Seed,1000000,12/5/12
IVY,https://www.crunchbase.com/organization/ivyconnect,Seed,1000000,1/1/11
JicaChips,https://www.crunchbase.com/organization/jicachips,Seed,1000000,3/10/16
Just Sing It,https://www.crunchbase.com/organization/anyonegame,Seed,1000000,4/25/13
Kanga Technology,https://www.crunchbase.com/organization/kanga,Seed,1000000,2/19/14
Kannact,https://www.crunchbase.com/organization/kannact,Seed,1000000,9/1/12
Keaton Row,https://www.crunchbase.com/organization/keaton-row,Seed,1000000,1/1/13
Kemvi,https://www.crunchbase.com/organization/kemvi,Seed,1000000,5/12/17
Keriton,https://www.crunchbase.com/organization/keriton,Seed,1000000,2/16/17
Kifi,https://www.crunchbase.com/organization/kifi,Seed,1000000,1/1/13
kimkim,https://www.crunchbase.com/organization/kimkim,Seed,1000000,2/24/16
Kindred Biosciences,https://www.crunchbase.com/organization/kindred-biosciences,Seed,1000000,11/19/12
Kinnos Inc.,https://www.crunchbase.com/organization/kinnos-inc,Seed,1000000,2/27/17
Kirsh Helmets,https://www.crunchbase.com/organization/kirsh-helmets,Seed,1000000,7/26/17
Kitchenbowl,https://www.crunchbase.com/organization/kitchenbowl,Seed,1000000,3/18/15
Kitchensurfing,https://www.crunchbase.com/organization/kitchensurfing,Seed,1000000,2/14/13
LearnStreet,https://www.crunchbase.com/organization/learnstreet,Seed,1000000,11/8/12
LeaseLock,https://www.crunchbase.com/organization/leaselock,Seed,1000000,12/16/16
Lettuce,https://www.crunchbase.com/organization/lettuce,Seed,1000000,8/1/13
LevelTen Energy,https://www.crunchbase.com/organization/levelten-energy,Seed,1000000,12/1/16
LifeDojo Inc.,https://www.crunchbase.com/organization/lifedojo,Seed,1000000,7/22/16
Lily,https://www.crunchbase.com/organization/lily-robotics,Seed,1000000,4/1/14
Livrada,https://www.crunchbase.com/organization/livrada,Seed,1000000,2/11/13
Local Market Launch,https://www.crunchbase.com/organization/local-market-launch,Seed,1000000,1/3/12
Loop Commerce,https://www.crunchbase.com/organization/loop-commerce,Seed,1000000,11/8/12
Major League Hacking,https://www.crunchbase.com/organization/major-league-hacking,Seed,1000000,3/28/16
Maker's Row,https://www.crunchbase.com/organization/makers-row,Seed,1000000,7/19/13
Mattermark,https://www.crunchbase.com/organization/mattermark,Seed,1000000,10/15/12
Measurence,https://www.crunchbase.com/organization/measurence,Seed,1000000,6/17/17
Megalytics,https://www.crunchbase.com/organization/megalytics,Seed,1000000,5/18/17
MiNDERA Corporation,https://www.crunchbase.com/organization/mindera-corporation,Seed,1000000,10/13/15
MiniTime,https://www.crunchbase.com/organization/minitime,Seed,1000000,11/18/12
"Minkasu, Inc.",https://www.crunchbase.com/organization/minkasu,Seed,1000000,1/12/16
Mobile System 7,https://www.crunchbase.com/organization/mobile-system,Seed,1000000,12/14/12
MobileServe,https://www.crunchbase.com/organization/mobileserve,Seed,1000000,1/15/17
Molecular Match,https://www.crunchbase.com/organization/molecular-match,Seed,1000000,1/1/16
Monthlys,https://www.crunchbase.com/organization/monthlys,Seed,1000000,3/1/12
Morta Security,https://www.crunchbase.com/organization/morta-security,Seed,1000000,2/13/13
MyAlerts (Formerly TrackIf),https://www.crunchbase.com/organization/trackif,Seed,1000000,6/14/13
Neptune.io,https://www.crunchbase.com/organization/neptune-io,Seed,1000000,11/11/14
Nerd Skincare,https://www.crunchbase.com/organization/nerd-skincare,Seed,1000000,11/4/15
NetLaw,https://www.crunchbase.com/organization/netlaw,Seed,1000000,9/1/12
NGCodec,https://www.crunchbase.com/organization/ngcodec,Seed,1000000,11/15/16
Nitrous,https://www.crunchbase.com/organization/nitrous-io,Seed,1000000,4/16/13
North Capital Investment Technology (NCIT),https://www.crunchbase.com/organization/north-capital-investment-technology-ncit,Seed,1000000,12/9/14
nvite,https://www.crunchbase.com/organization/nvite,Seed,1000000,8/18/14
Ommy by Emoji Apps Inc.,https://www.crunchbase.com/organization/ommy-by-emoji-apps-inc,Seed,1000000,2/15/17
OneKloud,https://www.crunchbase.com/organization/onekloud-2,Seed,1000000,6/28/17
Open Listings,https://www.crunchbase.com/organization/open-listings,Seed,1000000,10/27/15
Opternative,https://www.crunchbase.com/organization/opternative,Seed,1000000,2/25/14
Orchestra One,https://www.crunchbase.com/organization/orchestraone,Seed,1000000,12/16/15
Otonomic,https://www.crunchbase.com/organization/otonomic,Seed,1000000,5/1/14
Pangea Universal Holdings,https://www.crunchbase.com/organization/pangea,Seed,1000000,5/1/13
Pantry,https://www.crunchbase.com/organization/pantry,Seed,1000000,10/7/15
Parcel,https://www.crunchbase.com/organization/parcel,Seed,1000000,9/29/14
Patch Homes,https://www.crunchbase.com/organization/patch-homes-2,Seed,1000000,4/25/17
Patient IO,https://www.crunchbase.com/organization/filament-labs,Seed,1000000,5/22/14
Pendo,https://www.crunchbase.com/organization/pendo-io,Seed,1000000,11/4/14
Perceptual Networks,https://www.crunchbase.com/organization/perceptual-networks,Seed,1000000,9/18/12
Pingpad,https://www.crunchbase.com/organization/pingpad,Seed,1000000,9/22/15
PLAAY Sports,https://www.crunchbase.com/organization/plaay-sports,Seed,1000000,4/1/17
Planet Fundraiser,https://www.crunchbase.com/organization/planet-fundraiser,Seed,1000000,4/10/17
Plazah,https://www.crunchbase.com/organization/plazah,Seed,1000000,5/30/17
Popwallet,https://www.crunchbase.com/organization/popwallet,Seed,1000000,1/9/17
Postman,https://www.crunchbase.com/organization/postman,Seed,1000000,5/26/15
Prayas Analytics,https://www.crunchbase.com/organization/prayas-analytics,Seed,1000000,9/15/15
Prospectify,https://www.crunchbase.com/organization/prospectify,Seed,1000000,3/22/17
Purse,https://www.crunchbase.com/organization/purse-io,Seed,1000000,12/7/15
Radio Runt Inc.,https://www.crunchbase.com/organization/radio-runt-inc,Seed,1000000,1/1/12
Reactful,https://www.crunchbase.com/organization/reactful,Seed,1000000,6/1/15
ReadMe,https://www.crunchbase.com/organization/readme-io,Seed,1000000,6/19/15
Recity,https://www.crunchbase.com/organization/recity,Seed,1000000,10/1/16
RecordGram Inc,https://www.crunchbase.com/organization/recordgram,Seed,1000000,7/11/17
Reelio,https://www.crunchbase.com/organization/reelio,Seed,1000000,1/30/15
Referly,https://www.crunchbase.com/organization/refer-ly,Seed,1000000,10/15/12
Remitware Payments,https://www.crunchbase.com/organization/remitware-payments,Seed,1000000,8/9/16
Remotium,https://www.crunchbase.com/organization/remotium,Seed,1000000,4/17/13
"Rent College Pads, Inc.",https://www.crunchbase.com/organization/rent-college-pads,Seed,1000000,9/17/16
"Rhumbix, Inc.",https://www.crunchbase.com/organization/rhumbix-inc-,Seed,1000000,8/1/14
RippleMatch,https://www.crunchbase.com/organization/ripplematch,Seed,1000000,5/1/17
RobotX Space,https://www.crunchbase.com/organization/robotx-space,Seed,1000000,12/1/16
RoverMed BioSciences,https://www.crunchbase.com/organization/rovermed-biosciences,Seed,1000000,3/1/17
Safe H2O Inc.,https://www.crunchbase.com/organization/safe-h2o-inc,Seed,1000000,9/12/16
Scandy,https://www.crunchbase.com/organization/scandy,Seed,1000000,4/14/16
Scentbird,https://www.crunchbase.com/organization/scentbird,Seed,1000000,8/12/15
Schoolzilla,https://www.crunchbase.com/organization/schoolzilla,Seed,1000000,5/8/13
ScriptDrop,https://www.crunchbase.com/organization/scriptdrop,Seed,1000000,8/4/17
SeeMore Interactive,https://www.crunchbase.com/organization/seemore-interactive,Seed,1000000,4/23/12
Selery Fulfillment,https://www.crunchbase.com/organization/selery,Seed,1000000,5/1/17
Selfscore,https://www.crunchbase.com/organization/selfscore,Seed,1000000,12/1/14
Sensor Tower,https://www.crunchbase.com/organization/sensor-tower,Seed,1000000,8/6/13
Shake,https://www.crunchbase.com/organization/shake,Seed,1000000,9/30/12
ShipBob,https://www.crunchbase.com/organization/shipbob,Seed,1000000,4/29/15
Shopswell,https://www.crunchbase.com/organization/shopswell,Seed,1000000,1/12/15
Shopventory,https://www.crunchbase.com/organization/shopventory,Seed,1000000,10/11/13
Shoulder Innovations,https://www.crunchbase.com/organization/shoulder-innovations,Seed,1000000,3/7/17
SingleOps LLC,https://www.crunchbase.com/organization/singleops-llc,Seed,1000000,5/17/17
Sitter Inc.,https://www.crunchbase.com/organization/sitter-inc,Seed,1000000,2/14/17
Skoop,https://www.crunchbase.com/organization/skoop,Seed,1000000,1/1/13
Skytree,https://www.crunchbase.com/organization/skytree,Seed,1000000,10/23/12
Social Standards,https://www.crunchbase.com/organization/social-standards,Seed,1000000,11/1/15
Spectrum Interactive,https://www.crunchbase.com/organization/tutti-dynamics,Seed,1000000,3/22/16
SpinGo,https://www.crunchbase.com/organization/spingo-com,Seed,1000000,1/25/12
Sproutkin,https://www.crunchbase.com/organization/sproutkin,Seed,1000000,3/10/13
Stratifyd,https://www.crunchbase.com/organization/stratifyd,Seed,1000000,2/15/15
Sudu,https://www.crunchbase.com/organization/sudu,Seed,1000000,4/10/17
