Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Hungryroot,https://www.crunchbase.com/organization/reimagined,Series A,7700000,1/26/17
ObEN,https://www.crunchbase.com/organization/oben,Series A,7700000,11/3/16
P2Binvestor,https://www.crunchbase.com/organization/p2binvestor,Series A,7700000,11/15/16
Piqora,https://www.crunchbase.com/organization/piqora,Series A,7700000,4/23/14
Truss,https://www.crunchbase.com/organization/truss,Series A,7700000,8/23/17
Cube26,https://www.crunchbase.com/organization/cube-26,Seed,7700000,10/19/15
Ziarco,https://www.crunchbase.com/organization/ziarco,Series A,7601832,10/30/12
Airtable,https://www.crunchbase.com/organization/airtable,Series A,7600000,6/29/15
Bonsai,https://www.crunchbase.com/organization/bonsai-ai,Series A,7600000,5/2/17
Citrine Informatics,https://www.crunchbase.com/organization/citrine-informatics,Series A,7600000,6/8/17
Kamcord,https://www.crunchbase.com/organization/kamcord,Series A,7600000,5/1/14
Usermind,https://www.crunchbase.com/organization/usermind-inc,Series A,7600000,9/24/13
ViVex Biomedical,https://www.crunchbase.com/organization/vivex-biomedical,Series A,7600000,9/19/13
Weee!,https://www.crunchbase.com/organization/weee,Series A,7600000,5/6/16
Avitide,https://www.crunchbase.com/organization/avitide,Series C,7600000,8/6/15
nCino,https://www.crunchbase.com/organization/ncino,Seed,7542005,1/29/13
SNUPI Technologies,https://www.crunchbase.com/organization/snupi-technologies,Series A,7533773,1/13/14
Datiphy,https://www.crunchbase.com/organization/datiphy,Series A,7500006,5/11/16
Abl Schools,https://www.crunchbase.com/organization/abl-schools,Series A,7500000,6/29/17
Accion Systems,https://www.crunchbase.com/organization/accion-systems,Series A,7500000,5/12/16
Akriveia Therapeutics,https://www.crunchbase.com/organization/akriveia-therapeutics,Series A,7500000,10/12/16
Alluxio,https://www.crunchbase.com/organization/alluxio,Series A,7500000,3/17/15
Angle Technologies,https://www.crunchbase.com/organization/angle-technologies,Series A,7500000,2/1/16
Appcito,https://www.crunchbase.com/organization/appcito-inc,Series A,7500000,12/9/14
Automile,https://www.crunchbase.com/organization/automile-ab,Series A,7500000,12/23/16
Banza,https://www.crunchbase.com/organization/banza,Series A,7500000,8/4/17
Beach Whiskey,https://www.crunchbase.com/organization/beach-whiskey,Series A,7500000,5/26/16
Beacon,https://www.crunchbase.com/organization/beacon-2,Series A,7500000,7/22/15
BluePrintBio,https://www.crunchbase.com/organization/blueprintbio,Series A,7500000,6/20/16
Bombfell,https://www.crunchbase.com/organization/bombfell,Series A,7500000,1/23/15
CircleUp,https://www.crunchbase.com/organization/circleup,Series A,7500000,5/7/13
Curious.com,https://www.crunchbase.com/organization/curious-com,Series A,7500000,5/2/13
DRIVIN,https://www.crunchbase.com/organization/drivin-2,Series A,7500000,5/27/16
Echo,https://www.crunchbase.com/organization/echo-laboratories,Series A,7500000,3/30/17
Elm Street Technology,https://www.crunchbase.com/organization/elm-street-technology,Series A,7500000,9/8/16
Expel,https://www.crunchbase.com/organization/expel,Series A,7500000,9/12/16
Greenhouse Software,https://www.crunchbase.com/organization/greenhouse-software,Series A,7500000,8/13/14
Instrumental,https://www.crunchbase.com/organization/instrumental,Series A,7500000,6/21/17
Nozomi Networks,https://www.crunchbase.com/organization/nozomi-networks,Series A,7500000,10/24/16
Reflexion Health,https://www.crunchbase.com/organization/reflexion-health,Series A,7500000,3/27/14
Roostify,https://www.crunchbase.com/organization/roostify,Series A,7500000,3/8/15
Spring Inc,https://www.crunchbase.com/organization/spring-inc,Series A,7500000,7/9/14
Swiftype,https://www.crunchbase.com/organization/swiftype,Series A,7500000,9/27/13
Swyfft,https://www.crunchbase.com/organization/swyfft,Series A,7500000,1/21/17
Synack,https://www.crunchbase.com/organization/synack,Series A,7500000,4/24/14
TalentSky,https://www.crunchbase.com/organization/talentsky,Series A,7500000,1/13/16
Tock,https://www.crunchbase.com/organization/tock,Series A,7500000,10/4/16
Edgecase (formerly Compare Metrics),https://www.crunchbase.com/organization/compare-metrics,Series C,7500000,10/28/15
AOBiome,https://www.crunchbase.com/organization/nitrocell-biosciences,Series B,7500000,12/31/14
GoTenna,https://www.crunchbase.com/organization/gotenna,Series B,7500000,4/13/17
HackerRank,https://www.crunchbase.com/organization/hackerrank,Series B,7500000,7/14/15
OwnBackup,https://www.crunchbase.com/organization/ownbackup,Series B,7500000,7/13/17
Solstice Biologics,https://www.crunchbase.com/organization/solstice-biologics,Series B,7500000,10/2/14
Ubimo,https://www.crunchbase.com/organization/ubimo,Series B,7500000,5/26/15
Viv,https://www.crunchbase.com/organization/viv-labs,Series B,7500000,11/19/15
Bowery Farming Inc,https://www.crunchbase.com/organization/bowery-farming-inc,Seed,7500000,2/24/17
Greenlight Financial Technology,https://www.crunchbase.com/organization/greenlight-4,Seed,7500000,6/2/17
Koia,https://www.crunchbase.com/organization/koia,Seed,7500000,7/18/17
Node,https://www.crunchbase.com/organization/node,Seed,7500000,6/13/16
Viz,https://www.crunchbase.com/organization/viz,Seed,7500000,5/24/17
SERVIZ,https://www.crunchbase.com/organization/serviz,Series A,7499890,3/2/14
Understory,https://www.crunchbase.com/organization/understory,Series A,7498498,2/2/16
Provivi,https://www.crunchbase.com/organization/provivi,Series A,7471104,9/3/15
MicaSense,https://www.crunchbase.com/organization/micasense,Series B,7400000,2/8/16
Common,https://www.crunchbase.com/organization/common-2,Series A,7350000,7/16/15
Helix Sleep,https://www.crunchbase.com/organization/helix-sleep,Series A,7350000,8/29/16
Acompli,https://www.crunchbase.com/organization/acompli-inc,Series A,7300000,6/4/13
AgriMetis,https://www.crunchbase.com/organization/agrimetis,Series A,7300000,2/13/15
Benson Hill Biosystems,https://www.crunchbase.com/organization/benson-hill-biosystems,Series A,7300000,8/26/15
Folloze,https://www.crunchbase.com/organization/folloze,Series A,7300000,9/29/16
Simplus,https://www.crunchbase.com/organization/simplus,Series A,7300000,9/30/16
storefront,https://www.crunchbase.com/organization/storefront,Series A,7300000,4/14/14
MyHealthTeams,https://www.crunchbase.com/organization/myhealthteams,Series C,7300000,6/12/17
Mattermark,https://www.crunchbase.com/organization/mattermark,Series B,7300000,3/20/16
Thatgamecompany,https://www.crunchbase.com/organization/thatgamecompany,Series B,7300000,5/27/14
Chobolabs,https://www.crunchbase.com/organization/chobolabs,Series A,7292310,2/26/15
Allbirds,https://www.crunchbase.com/organization/allbirds,Series A,7250000,9/7/16
Vroom,https://www.crunchbase.com/organization/vroom-com,Series A,7250000,7/7/13
Aptrinsic,https://www.crunchbase.com/organization/aptrinsic-inc,Series A,7200000,7/12/17
Arctic Wolf Networks,https://www.crunchbase.com/organization/arctic-wolf-networks,Series A,7200000,5/1/12
Bugsnag,https://www.crunchbase.com/organization/bugsnag,Series A,7200000,7/7/15
Elucent Medical,https://www.crunchbase.com/organization/elucent-medical,Series A,7200000,1/20/17
AVIA,https://www.crunchbase.com/organization/avia,Series C,7200000,8/11/16
Carevive Systems,https://www.crunchbase.com/organization/carevive-systems,Series B,7200000,10/24/16
T-REX,https://www.crunchbase.com/organization/t-rex-2,Series B,7200000,11/17/16
"HealthVerity, Inc.",https://www.crunchbase.com/organization/healthverity,Series A,7194706,4/21/16
Amitree,https://www.crunchbase.com/organization/amitree,Series A,7128000,8/25/17
V5 Systems Inc,https://www.crunchbase.com/organization/v5-systems,Series A,7104355,2/16/16
Rachio,https://www.crunchbase.com/organization/rachio,Series A,7100000,11/25/15
Stackla,https://www.crunchbase.com/organization/stackla,Series A,7100000,2/29/16
Tynker,https://www.crunchbase.com/organization/tynker,Series A,7100000,5/31/16
Selfscore,https://www.crunchbase.com/organization/selfscore,Series B,7100000,8/24/16
NuMat Technologies,https://www.crunchbase.com/organization/numat-technologies,Series A,7037148,8/10/16
Advizr,https://www.crunchbase.com/organization/advizr,Series A,7000000,6/22/17
Amino,https://www.crunchbase.com/organization/amino,Series A,7000000,9/1/14
Amitree,https://www.crunchbase.com/organization/amitree,Series A,7000000,3/6/17
Ando,https://www.crunchbase.com/organization/ando,Series A,7000000,11/1/16
Aortica Corporation,https://www.crunchbase.com/organization/aortica-corporation,Series A,7000000,11/19/14
Apogen Biotechnologies,https://www.crunchbase.com/organization/apogen-biotechnologies,Series A,7000000,12/12/16
AppFormix,https://www.crunchbase.com/organization/appformix,Series A,7000000,6/9/15
Apploi,https://www.crunchbase.com/organization/apploi,Series A,7000000,1/4/15
Arevo Labs,https://www.crunchbase.com/organization/arevo-labs,Series A,7000000,6/27/16
Arkin,https://www.crunchbase.com/organization/arkin-net,Series A,7000000,11/12/14
Athentek,https://www.crunchbase.com/organization/athentek,Series A,7000000,2/19/16
AtScale,https://www.crunchbase.com/organization/atscale,Series A,7000000,6/23/15
b8ta,https://www.crunchbase.com/organization/b8ta,Series A,7000000,9/28/16
Bento for Business,https://www.crunchbase.com/organization/bento,Series A,7000000,6/9/16
BigPanda,https://www.crunchbase.com/organization/bigpanda,Series A,7000000,10/28/14
BlueFox.IO,https://www.crunchbase.com/organization/bluefox,Series A,7000000,6/14/17
Boll & Branch,https://www.crunchbase.com/organization/boll-branch,Series A,7000000,4/29/16
CareWell Urgent Care,https://www.crunchbase.com/organization/carewell-urgent-care,Series A,7000000,7/9/12
Casetext,https://www.crunchbase.com/organization/casetext,Series A,7000000,2/3/15
CirrusMD,https://www.crunchbase.com/organization/cirrusmd,Series A,7000000,6/20/17
Clara Labs,https://www.crunchbase.com/organization/clara-labs,Series A,7000000,7/19/17
Codefresh,https://www.crunchbase.com/organization/code-fresh,Series A,7000000,9/29/16
Common Networks,https://www.crunchbase.com/organization/common-networks,Series A,7000000,6/15/17
Compology,https://www.crunchbase.com/organization/compology,Series A,7000000,4/1/16
ConnectedYard (pHin),https://www.crunchbase.com/organization/phin,Series A,7000000,12/2/16
Curious.com,https://www.crunchbase.com/organization/curious-com,Series A,7000000,5/11/12
Cynet,https://www.crunchbase.com/organization/cynet-2,Series A,7000000,2/10/16
CYNGN,https://www.crunchbase.com/organization/cyanogen,Series A,7000000,9/18/13
Degreed,https://www.crunchbase.com/organization/degreed,Series A,7000000,3/19/15
Distractify,https://www.crunchbase.com/organization/distractify,Series A,7000000,6/23/14
DraftKings,https://www.crunchbase.com/organization/draftkings,Series A,7000000,5/6/13
"Dropoff, Inc.",https://www.crunchbase.com/organization/dropoff-inc,Series A,7000000,6/22/15
Edunav,https://www.crunchbase.com/organization/edunav,Series A,7000000,4/11/16
eShares,https://www.crunchbase.com/organization/eshares,Series A,7000000,1/5/15
FiscalNote,https://www.crunchbase.com/organization/fiscalnote,Series A,7000000,11/19/14
Freenome,https://www.crunchbase.com/organization/freenome,Series A,7000000,8/28/17
GLAMSQUAD,https://www.crunchbase.com/organization/glamsquad,Series A,7000000,10/22/14
Guideline Technologies Inc.,https://www.crunchbase.com/organization/guideline-technologies-inc,Series A,7000000,7/19/16
HealthSherpa,https://www.crunchbase.com/organization/healthsherpa,Series A,7000000,2/1/17
HyperTrack,https://www.crunchbase.com/organization/hypertrack,Series A,7000000,6/12/17
Immune-Onc Therapeutics,https://www.crunchbase.com/organization/immune-onc-therapeutics,Series A,7000000,9/1/16
Index,https://www.crunchbase.com/organization/index,Series A,7000000,11/19/13
"Insikt, Inc.",https://www.crunchbase.com/organization/insikt-inc-,Series A,7000000,12/1/13
Invicta Medical,https://www.crunchbase.com/organization/invicta-medical,Series A,7000000,7/12/16
Klaviyo,https://www.crunchbase.com/organization/klaviyo,Series A,7000000,8/18/17
Layer,https://www.crunchbase.com/organization/layer,Series A,7000000,5/7/14
LitBit,https://www.crunchbase.com/organization/litbit,Series A,7000000,5/4/16
Lob,https://www.crunchbase.com/organization/lob,Series A,7000000,9/8/14
LOLA,https://www.crunchbase.com/organization/lola,Series A,7000000,12/12/16
Luma,https://www.crunchbase.com/organization/luma-2,Series A,7000000,9/14/16
Lytics,https://www.crunchbase.com/organization/lytics,Series A,7000000,10/22/14
Metanautix,https://www.crunchbase.com/organization/metanautix,Series A,7000000,8/5/14
MOJIO,https://www.crunchbase.com/organization/mojio,Series A,7000000,12/12/16
Omni,https://www.crunchbase.com/organization/omni,Series A,7000000,5/7/16
OncoResponse,https://www.crunchbase.com/organization/oncoresponse,Series A,7000000,10/10/16
OneSignal,https://www.crunchbase.com/organization/one-signal,Series A,7000000,8/15/17
People.ai,https://www.crunchbase.com/organization/people-ai,Series A,7000000,5/30/17
PernixData,https://www.crunchbase.com/organization/pernixdata,Series A,7000000,1/1/12
Postman,https://www.crunchbase.com/organization/postman,Series A,7000000,10/13/16
Powerlinx,https://www.crunchbase.com/organization/powerlinx,Series A,7000000,7/27/16
Prynt,https://www.crunchbase.com/organization/prynt,Series A,7000000,11/15/16
"Qualia Labs, Inc",https://www.crunchbase.com/organization/qualia-labs-inc,Series A,7000000,9/30/15
Quartet,https://www.crunchbase.com/organization/quartet-health,Series A,7000000,3/2/15
Quickly,https://www.crunchbase.com/organization/quickly,Series A,7000000,5/5/15
RetraceHealth,https://www.crunchbase.com/organization/retracehealth,Series A,7000000,6/7/16
RiskSense,https://www.crunchbase.com/organization/risksense,Series A,7000000,3/9/17
RiskSense,https://www.crunchbase.com/organization/risksense,Series A,7000000,8/2/16
Robin,https://www.crunchbase.com/organization/getrobin,Series A,7000000,5/31/16
Roofstock,https://www.crunchbase.com/organization/roofstock,Series A,7000000,3/3/16
Root Insurance,https://www.crunchbase.com/organization/rootinsurance,Series A,7000000,10/25/16
Rothy's,https://www.crunchbase.com/organization/rothy-s,Series A,7000000,8/8/17
Sense360,https://www.crunchbase.com/organization/sense360,Series A,7000000,4/25/17
Shippo,https://www.crunchbase.com/organization/shippo,Series A,7000000,9/9/16
Sketchfab,https://www.crunchbase.com/organization/sketchfab,Series A,7000000,6/16/15
Skyport Systems,https://www.crunchbase.com/organization/skyport-systems,Series A,7000000,1/1/14
Smartvid io,https://www.crunchbase.com/organization/smartvid-io,Series A,7000000,7/13/17
Storehouse,https://www.crunchbase.com/organization/storehouse,Series A,7000000,5/22/14
Surkus,https://www.crunchbase.com/organization/surkus,Series A,7000000,1/1/17
Teewinot Life Sciences,https://www.crunchbase.com/organization/teewinot-life-sciences,Series A,7000000,12/1/15
Thrive Global,https://www.crunchbase.com/organization/thrive-global,Series A,7000000,8/11/16
Thuzio,https://www.crunchbase.com/organization/thuzio,Series A,7000000,8/7/14
Timeful,https://www.crunchbase.com/organization/timeful,Series A,7000000,5/16/14
"Troops, Inc.",https://www.crunchbase.com/organization/troops-inc,Series A,7000000,9/12/16
Twelve Springs,https://www.crunchbase.com/organization/twelve-springs,Series A,7000000,12/1/14
Unikrn,https://www.crunchbase.com/organization/unikrn-2,Series A,7000000,6/30/15
Unravel Data,https://www.crunchbase.com/organization/unravel-data-systems,Series A,7000000,9/14/16
Urgent.ly,https://www.crunchbase.com/organization/urgent-ly,Series A,7000000,9/29/15
Velan Studios,https://www.crunchbase.com/organization/velan-studios,Series A,7000000,7/11/17
Versive,https://www.crunchbase.com/organization/context-relevant,Series A,7000000,7/16/13
Wandera,https://www.crunchbase.com/organization/wandera,Series A,7000000,4/10/13
Waterline Data,https://www.crunchbase.com/organization/waterline-data-science,Series A,7000000,10/16/14
Wildcard,https://www.crunchbase.com/organization/wildcard,Series A,7000000,8/6/14
Willing,https://www.crunchbase.com/organization/willing,Series A,7000000,11/3/16
Workpop,https://www.crunchbase.com/organization/workpop,Series A,7000000,9/16/14
Yozio,https://www.crunchbase.com/organization/yozio,Series A,7000000,7/28/15
Zipari,https://www.crunchbase.com/organization/zipari,Series A,7000000,12/20/16
Zugata,https://www.crunchbase.com/organization/zugata,Series A,7000000,11/14/16
908 Devices,https://www.crunchbase.com/organization/908-devices,Series B,7000000,8/27/13
Autopilot,https://www.crunchbase.com/organization/autopilot-2,Series B,7000000,7/30/15
Benchling,https://www.crunchbase.com/organization/benchling,Series B,7000000,10/3/16
BookBub,https://www.crunchbase.com/organization/bookbub,Series B,7000000,5/19/15
Creators Media,https://www.crunchbase.com/organization/moviepilot,Series B,7000000,7/1/12
Falcon Computing Solutions,https://www.crunchbase.com/organization/falcon-computing-solutions,Series B,7000000,5/8/17
Grokker,https://www.crunchbase.com/organization/grokker-inc,Series B,7000000,11/30/16
HipLogiq,https://www.crunchbase.com/organization/hiplogiq,Series B,7000000,11/18/13
Jobalign,https://www.crunchbase.com/organization/jobaline,Series B,7000000,5/28/14
Jolata,https://www.crunchbase.com/organization/jolata,Series B,7000000,4/13/16
Limelight Health,https://www.crunchbase.com/organization/limelight-health,Series B,7000000,8/1/17
Oath Craft Pizza,https://www.crunchbase.com/organization/oath-craft-pizza,Series B,7000000,6/13/17
Paradigm Diagnostics,https://www.crunchbase.com/organization/paradigm-diagnostics,Series B,7000000,2/16/17
Sparkfund,https://www.crunchbase.com/organization/sparkfund,Series B,7000000,2/2/17
Sqrrl,https://www.crunchbase.com/organization/sqrrl,Series B,7000000,2/18/15
TRACE Live Network,https://www.crunchbase.com/organization/trace-live-network,Series B,7000000,7/15/15
Augmedix,https://www.crunchbase.com/organization/augmedix,Seed,7000000,6/16/14
DeepMap,https://www.crunchbase.com/organization/deepmap,Seed,7000000,5/1/16
June,https://www.crunchbase.com/organization/june,Seed,7000000,6/9/15
NodePrime,https://www.crunchbase.com/organization/nodeprime,Seed,7000000,9/30/15
PS XO,https://www.crunchbase.com/organization/ps-xo,Seed,7000000,10/29/14
Rippling,https://www.crunchbase.com/organization/rippling,Seed,7000000,3/14/17
Rockets of Awesome,https://www.crunchbase.com/organization/rockets-of-awesome,Seed,7000000,7/26/16
ShopCo Technologies Corp,https://www.crunchbase.com/organization/shopco,Seed,7000000,2/3/17
Contessa Health,https://www.crunchbase.com/organization/contessa-health,Series B,6999959,10/11/16
Prevedere,https://www.crunchbase.com/organization/prevedere,Series A,6976530,6/30/15
Confluent,https://www.crunchbase.com/organization/confluent,Series A,6900000,11/6/14
Ecovent,https://www.crunchbase.com/organization/ecovent,Series A,6900000,7/1/15
Flexport,https://www.crunchbase.com/organization/flexport,Series A,6900000,4/1/14
Nav,https://www.crunchbase.com/organization/creditera,Series A,6900000,11/4/14
Walker & Company Brands,https://www.crunchbase.com/organization/walker-company-brands,Series A,6900000,6/17/14
Wonder Workshop (Formerly Play-i),https://www.crunchbase.com/organization/play-i,Series A,6900000,5/5/15
FilterEasy,https://www.crunchbase.com/organization/filtereasy,Series B,6900000,7/25/17
Auth0,https://www.crunchbase.com/organization/auth0,Series A,6875000,6/24/15
Sparkfund,https://www.crunchbase.com/organization/sparkfund,Series A,6869000,12/4/14
Deliv,https://www.crunchbase.com/organization/deliv,Series A,6850000,9/19/13
WeWork,https://www.crunchbase.com/organization/wework,Seed,6850000,1/30/12
DroneBase,https://www.crunchbase.com/organization/dronebase,Series A,6837370,6/13/16
Shareablee,https://www.crunchbase.com/organization/shareablee,Series A,6823000,5/12/14
BitFusion.io,https://www.crunchbase.com/organization/bitfusion-io,Series A,6800000,5/1/17
Jaunt,https://www.crunchbase.com/organization/jaunt,Series A,6800000,4/3/14
OutboundEngine,https://www.crunchbase.com/organization/outboundengine,Series A,6800000,9/1/12
TVision Insights,https://www.crunchbase.com/organization/tvision-insights,Series A,6800000,10/19/16
UrbanStems,https://www.crunchbase.com/organization/urbanstems,Series A,6800000,4/26/16
Aqueduct Critical Care,https://www.crunchbase.com/organization/aqueduct-critical-care,Series A,6779481,5/10/16
Pley,https://www.crunchbase.com/organization/pley,Series A,6750000,3/20/14
Turi,https://www.crunchbase.com/organization/graphlab,Series A,6750000,5/14/13
Twine Health,https://www.crunchbase.com/organization/twine-health,Series A,6750000,12/8/15
Waltz Networks,https://www.crunchbase.com/organization/waltz-networks,Series A,6750000,11/10/15
Quidd,https://www.crunchbase.com/organization/quidd,Seed,6750000,3/7/17
Comfy,https://www.crunchbase.com/organization/building-robotics,Series A,6707000,10/2/14
Buoy Health,https://www.crunchbase.com/organization/buoy-health,Series A,6700000,8/9/17
Cornershop,https://www.crunchbase.com/organization/cornershop,Series A,6700000,4/14/16
SlamData,https://www.crunchbase.com/organization/slamdata,Series A,6700000,2/22/17
Broadly,https://www.crunchbase.com/organization/broadly,Series A,6699000,7/22/16
Nitrous,https://www.crunchbase.com/organization/nitrous-io,Series A,6650000,3/18/14
Ink Labs,https://www.crunchbase.com/organization/ink-labs,Seed,6650000,4/12/17
Skuid,https://www.crunchbase.com/organization/skuid,Series A,6622100,2/21/16
Tubular Labs,https://www.crunchbase.com/organization/tubular-labs,Series B,6620374,4/27/15
Virool,https://www.crunchbase.com/organization/virool,Seed,6620000,2/14/13
Alveo Energy,https://www.crunchbase.com/organization/alveo-energy,Series B,6611177,3/15/16
"Bayshore Networks, Inc.",https://www.crunchbase.com/organization/bayshore-networks,Series A,6600000,5/10/16
Carpe Data,https://www.crunchbase.com/organization/carpe-data,Series A,6600000,5/23/17
Fieldwire,https://www.crunchbase.com/organization/fieldwire,Series A,6600000,10/27/15
Kaybus,https://www.crunchbase.com/organization/kaybus,Series A,6600000,12/1/12
SigOpt,https://www.crunchbase.com/organization/sigopt,Series A,6600000,8/24/16
ViVex Biomedical,https://www.crunchbase.com/organization/vivex-biomedical,Series A,6600000,1/5/16
Civil Maps,https://www.crunchbase.com/organization/civil-maps,Seed,6600000,7/15/16
Nanit,https://www.crunchbase.com/organization/nanit,Seed,6600000,6/15/16
Turvo,https://www.crunchbase.com/organization/turvo,Seed,6600000,11/17/15
Lemonaid Health (Icebreaker Health Inc),https://www.crunchbase.com/organization/icebreaker-health,Seed,6596565,8/15/15
CARD.com,https://www.crunchbase.com/organization/card-com,Series B,6593000,12/1/14
Hightower,https://www.crunchbase.com/organization/hightower,Series A,6540000,8/21/14
Accend,https://www.crunchbase.com/organization/drill-map,Series A,6500000,8/7/13
Arbor,https://www.crunchbase.com/organization/arbor,Series A,6500000,9/13/16
Bevi,https://www.crunchbase.com/organization/bevi,Series A,6500000,12/3/15
Bitium,https://www.crunchbase.com/organization/bitium,Series A,6500000,3/1/14
Blade Therapeutics,https://www.crunchbase.com/organization/blade-therapeutics,Series A,6500000,7/6/15
Boxed,https://www.crunchbase.com/organization/boxed,Series A,6500000,5/13/14
Bringg,https://www.crunchbase.com/organization/bringg,Series A,6500000,12/16/15
Bustle Digital Group,https://www.crunchbase.com/organization/bustle,Series A,6500000,8/13/13
Clear Labs,https://www.crunchbase.com/organization/clear-labs,Series A,6500000,9/15/15
Cotopaxi,https://www.crunchbase.com/organization/cotopaxi,Series A,6500000,3/24/15
Derby Games,https://www.crunchbase.com/organization/derbyjackpot,Series A,6500000,2/4/15
Doppler Labs,https://www.crunchbase.com/organization/doppler-labs,Series A,6500000,9/1/14
Drivemode,https://www.crunchbase.com/organization/drivemode,Series A,6500000,3/23/17
Dunami,https://www.crunchbase.com/organization/pathar,Series A,6500000,4/22/15
Ease Central,https://www.crunchbase.com/organization/ease-central,Series A,6500000,6/20/17
Epoxy,https://www.crunchbase.com/organization/epoxy,Series A,6500000,6/24/14
Executive Employers,https://www.crunchbase.com/organization/executive-employers,Series A,6500000,6/4/14
Glide,https://www.crunchbase.com/organization/glide,Series A,6500000,11/1/13
Glint,https://www.crunchbase.com/organization/glint,Series A,6500000,10/29/13
Healthify,https://www.crunchbase.com/organization/healthify,Series A,6500000,7/11/17
If You Can,https://www.crunchbase.com/organization/if-you-can,Series A,6500000,2/26/14
Knowledge to Practice,https://www.crunchbase.com/organization/knowledge-to-practice,Series A,6500000,2/1/17
Kwicr,https://www.crunchbase.com/organization/kwicr,Series A,6500000,10/29/13
LiveSafe,https://www.crunchbase.com/organization/livesafe,Series A,6500000,3/25/14
Marathon Patent Group,https://www.crunchbase.com/organization/marathon-patent-group,Series A,6500000,5/11/14
Massdrop,https://www.crunchbase.com/organization/massdrop,Series A,6500000,9/24/14
Mobilize,https://www.crunchbase.com/organization/mobilize-2,Series A,6500000,9/21/16
Open Listings,https://www.crunchbase.com/organization/open-listings,Series A,6500000,7/13/17
PebblePost,https://www.crunchbase.com/organization/pebblepost,Series A,6500000,5/12/16
Propagenix,https://www.crunchbase.com/organization/propagenix,Series A,6500000,3/31/16
ReplyYes,https://www.crunchbase.com/organization/replyyes,Series A,6500000,12/16/16
Rocketmiles,https://www.crunchbase.com/organization/rocketmiles,Series A,6500000,1/29/14
Science 37,https://www.crunchbase.com/organization/science-37,Series A,6500000,10/20/15
Shelfbucks,https://www.crunchbase.com/organization/shelfbucks,Series A,6500000,11/10/15
Swipe Labs,https://www.crunchbase.com/organization/swipe-labs-2,Series A,6500000,1/29/15
Teem,https://www.crunchbase.com/organization/eventboard,Series A,6500000,11/11/15
Threefold Photos,https://www.crunchbase.com/organization/threefold-photos,Series A,6500000,12/19/13
TrackMaven,https://www.crunchbase.com/organization/trackmaven,Series A,6500000,2/4/14
Trumaker,https://www.crunchbase.com/organization/trumaker,Series A,6500000,2/19/14
Two Bit Circus,https://www.crunchbase.com/organization/two-bit-circus,Series A,6500000,10/28/15
VictorOps,https://www.crunchbase.com/organization/victorops,Series A,6500000,9/26/13
Vinli,https://www.crunchbase.com/organization/vinli,Series A,6500000,6/8/15
Webscale,https://www.crunchbase.com/organization/lagrange-systems,Series A,6500000,8/10/13
Workspot,https://www.crunchbase.com/organization/workspot,Series A,6500000,7/18/14
YouEarnedIt,https://www.crunchbase.com/organization/youearnedit,Series A,6500000,1/31/17
Zumper,https://www.crunchbase.com/organization/zumper,Series A,6500000,3/4/14
Datica,https://www.crunchbase.com/organization/datica,Series B,6500000,9/21/16
FeeX,https://www.crunchbase.com/organization/feex,Series B,6500000,8/21/14
Fuel3D,https://www.crunchbase.com/organization/fuel3d,Series B,6500000,11/4/14
Qloo,https://www.crunchbase.com/organization/qloo,Series B,6500000,7/12/17
TrÅçv,https://www.crunchbase.com/organization/trov,Series B,6500000,2/26/15
Canndescent,https://www.crunchbase.com/organization/canndescent,Seed,6500000,9/1/16
Carrum Health,https://www.crunchbase.com/organization/carrum-health,Seed,6500000,5/31/17
Eastwind Networks,https://www.crunchbase.com/organization/eastwind-breach-detection,Seed,6500000,6/15/16
Hangar Technology,https://www.crunchbase.com/organization/hangar-technology,Seed,6500000,10/19/16
Ink,https://www.crunchbase.com/organization/inkcloud-me,Seed,6500000,4/12/17
Navdy,https://www.crunchbase.com/organization/navdy,Seed,6500000,10/2/14
Lattice,https://www.crunchbase.com/organization/lattice-2,Series A,6400000,7/31/17
LiftIgniter,https://www.crunchbase.com/organization/liftigniter,Series A,6400000,8/17/17
Sols,https://www.crunchbase.com/organization/sols,Series A,6400000,4/29/14
Stratim Systems,https://www.crunchbase.com/organization/stratimsystems,Series A,6400000,9/5/14
Trufa,https://www.crunchbase.com/organization/trufa,Series A,6400000,9/30/14
Zumper,https://www.crunchbase.com/organization/zumper,Series A,6400000,6/25/15
Niron Magnetics,https://www.crunchbase.com/organization/niron-magnetics,Series B,6399999,6/21/16
BounceX,https://www.crunchbase.com/organization/bounce-exchange,Series A,6350000,8/10/15
Acalvio Technologies,https://www.crunchbase.com/organization/acalvio-technologies,Series A,6300000,8/26/15
"Blend Systems, Inc.",https://www.crunchbase.com/organization/blend-systems,Series A,6300000,5/7/15
Clinc,https://www.crunchbase.com/organization/clinc-3,Series A,6300000,2/22/17
Darby Smart,https://www.crunchbase.com/organization/darby-smart,Series A,6300000,5/14/14
Elastica,https://www.crunchbase.com/organization/elastica,Series A,6300000,2/18/14
Estify,https://www.crunchbase.com/organization/estify,Series A,6300000,9/26/16
GreatHorn,https://www.crunchbase.com/organization/greathorn,Series A,6300000,6/21/17
Wizeline,https://www.crunchbase.com/organization/wizeline,Series A,6300000,12/8/15
Zaius,https://www.crunchbase.com/organization/zaius-inc,Series A,6300000,6/10/14
Ember Technologies,https://www.crunchbase.com/organization/ember-technologies,Series B,6300000,12/13/16
